Région;Ancienne région;Nature de procédure;Année;Trimestre;Dernier jour du trimestre;﻿Code région;Code ancienne région;Nombre de procédures (brut)
_calage_;_calage_;Liquidation judiciaire;2014;4;2014-12-31;99;99;-509
Pays de la Loire;Pays de la Loire;Liquidation judiciaire;2025;4;2025-12-31;52;52;570
_calage_;_calage_;Redressement judiciaire;2014;4;2014-12-31;99;99;-318
Pays de la Loire;Pays de la Loire;Liquidation judiciaire;2026;1;2026-03-31;52;52;598
_calage_;_calage_;Sauvegarde;2015;1;2015-03-31;99;99;-85
Pays de la Loire;Pays de la Loire;Sauvegarde;2005;1;2005-03-31;52;52;
_calage_;_calage_;Liquidation judiciaire;2015;2;2015-06-30;99;99;-489
Pays de la Loire;Pays de la Loire;Sauvegarde;2006;1;2006-03-31;52;52;3
_calage_;_calage_;Sauvegarde;2015;2;2015-06-30;99;99;-99
Pays de la Loire;Pays de la Loire;Sauvegarde;2006;4;2006-12-31;52;52;11
_calage_;_calage_;Sauvegarde;2015;3;2015-09-30;99;99;-50
Pays de la Loire;Pays de la Loire;Sauvegarde;2007;2;2007-06-30;52;52;5
_calage_;_calage_;Redressement judiciaire;2015;4;2015-12-31;99;99;-319
Pays de la Loire;Pays de la Loire;Sauvegarde;2009;3;2009-09-30;52;52;9
_calage_;_calage_;Sauvegarde;2015;4;2015-12-31;99;99;-113
Pays de la Loire;Pays de la Loire;Sauvegarde;2009;4;2009-12-31;52;52;21
_calage_;_calage_;Sauvegarde;2016;2;2016-06-30;99;99;-19
Pays de la Loire;Pays de la Loire;Sauvegarde;2010;4;2010-12-31;52;52;21
_calage_;_calage_;Liquidation judiciaire;2016;3;2016-09-30;99;99;-226
Pays de la Loire;Pays de la Loire;Sauvegarde;2011;3;2011-09-30;52;52;16
_calage_;_calage_;Sauvegarde;2016;4;2016-12-31;99;99;-22
Pays de la Loire;Pays de la Loire;Sauvegarde;2011;4;2011-12-31;52;52;18
_calage_;_calage_;Liquidation judiciaire;2017;2;2017-06-30;99;99;-312
Pays de la Loire;Pays de la Loire;Sauvegarde;2012;3;2012-09-30;52;52;22
_calage_;_calage_;Sauvegarde;2017;3;2017-09-30;99;99;-23
Pays de la Loire;Pays de la Loire;Sauvegarde;2013;3;2013-09-30;52;52;22
_calage_;_calage_;Redressement judiciaire;2017;4;2017-12-31;99;99;-177
Pays de la Loire;Pays de la Loire;Sauvegarde;2014;2;2014-06-30;52;52;21
_calage_;_calage_;Sauvegarde;2018;4;2018-12-31;99;99;-29
Pays de la Loire;Pays de la Loire;Sauvegarde;2014;4;2014-12-31;52;52;23
_calage_;_calage_;Redressement judiciaire;2019;1;2019-03-31;99;99;-271
Pays de la Loire;Pays de la Loire;Sauvegarde;2016;3;2016-09-30;52;52;6
_calage_;_calage_;Redressement judiciaire;2019;2;2019-06-30;99;99;-194
Pays de la Loire;Pays de la Loire;Sauvegarde;2016;4;2016-12-31;52;52;8
_calage_;_calage_;Redressement judiciaire;2019;3;2019-09-30;99;99;-130
Pays de la Loire;Pays de la Loire;Sauvegarde;2017;2;2017-06-30;52;52;10
_calage_;_calage_;Sauvegarde;2019;4;2019-12-31;99;99;-40
Pays de la Loire;Pays de la Loire;Sauvegarde;2017;3;2017-09-30;52;52;9
_calage_;_calage_;Redressement judiciaire;2020;1;2020-03-31;99;99;-109
Pays de la Loire;Pays de la Loire;Sauvegarde;2018;1;2018-03-31;52;52;11
_calage_;_calage_;Sauvegarde;2020;1;2020-03-31;99;99;-23
Pays de la Loire;Pays de la Loire;Sauvegarde;2018;3;2018-09-30;52;52;9
_calage_;_calage_;Redressement judiciaire;2020;2;2020-06-30;99;99;-310
Pays de la Loire;Pays de la Loire;Sauvegarde;2019;1;2019-03-31;52;52;9
_calage_;_calage_;Liquidation judiciaire;2020;3;2020-09-30;99;99;-259
Pays de la Loire;Pays de la Loire;Sauvegarde;2019;2;2019-06-30;52;52;7
_calage_;_calage_;Liquidation judiciaire;2021;1;2021-03-31;99;99;-261
Pays de la Loire;Pays de la Loire;Sauvegarde;2019;4;2019-12-31;52;52;16
_calage_;_calage_;Redressement judiciaire;2021;1;2021-03-31;99;99;-128
Pays de la Loire;Pays de la Loire;Sauvegarde;2021;3;2021-09-30;52;52;4
_calage_;_calage_;Sauvegarde;2021;1;2021-03-31;99;99;-61
Pays de la Loire;Pays de la Loire;Sauvegarde;2021;4;2021-12-31;52;52;5
_calage_;_calage_;Sauvegarde;2021;2;2021-06-30;99;99;-28
Pays de la Loire;Pays de la Loire;Sauvegarde;2022;3;2022-09-30;52;52;9
_calage_;_calage_;Sauvegarde;2021;3;2021-09-30;99;99;-12
Pays de la Loire;Pays de la Loire;Sauvegarde;2023;1;2023-03-31;52;52;11
_calage_;_calage_;Redressement judiciaire;2021;4;2021-12-31;99;99;-58
Pays de la Loire;Pays de la Loire;Sauvegarde;2024;3;2024-09-30;52;52;13
_calage_;_calage_;Redressement judiciaire;2022;1;2022-03-31;99;99;-140
Pays de la Loire;Pays de la Loire;Sauvegarde;2026;1;2026-03-31;52;52;18
_calage_;_calage_;Liquidation judiciaire;2022;2;2022-06-30;99;99;-171
Bretagne;Bretagne;Redressement judiciaire;2004;1;2004-03-31;53;53;215
_calage_;_calage_;Liquidation judiciaire;2023;2;2023-06-30;99;99;-293
Bretagne;Bretagne;Redressement judiciaire;2004;3;2004-09-30;53;53;108
_calage_;_calage_;Redressement judiciaire;2023;2;2023-06-30;99;99;-297
Bretagne;Bretagne;Redressement judiciaire;2005;1;2005-03-31;53;53;122
_calage_;_calage_;Sauvegarde;2023;2;2023-06-30;99;99;-89
Bretagne;Bretagne;Redressement judiciaire;2005;4;2005-12-31;53;53;139
_calage_;_calage_;Liquidation judiciaire;2023;3;2023-09-30;99;99;-344
Bretagne;Bretagne;Redressement judiciaire;2006;1;2006-03-31;53;53;129
_calage_;_calage_;Liquidation judiciaire;2024;3;2024-09-30;99;99;-279
Bretagne;Bretagne;Redressement judiciaire;2007;2;2007-06-30;53;53;143
_calage_;_calage_;Redressement judiciaire;2024;3;2024-09-30;99;99;-298
Bretagne;Bretagne;Redressement judiciaire;2007;4;2007-12-31;53;53;156
_calage_;_calage_;Redressement judiciaire;2024;4;2024-12-31;99;99;-296
Bretagne;Bretagne;Redressement judiciaire;2008;1;2008-03-31;53;53;152
_calage_;_calage_;Liquidation judiciaire;2025;1;2025-03-31;99;99;-349
Bretagne;Bretagne;Redressement judiciaire;2012;1;2012-03-31;53;53;203
_calage_;_calage_;Liquidation judiciaire;2025;2;2025-06-30;99;99;-390
Bretagne;Bretagne;Redressement judiciaire;2013;1;2013-03-31;53;53;186
_calage_;_calage_;Sauvegarde;2025;3;2025-09-30;99;99;-66
Bretagne;Bretagne;Redressement judiciaire;2013;4;2013-12-31;53;53;190
_calage_;_calage_;Sauvegarde;2025;4;2025-12-31;99;99;-30
Bretagne;Bretagne;Redressement judiciaire;2014;1;2014-03-31;53;53;214
_calage_;_calage_;Redressement judiciaire;2026;1;2026-03-31;99;99;-365
Bretagne;Bretagne;Redressement judiciaire;2014;2;2014-06-30;53;53;219
Bretagne;Bretagne;Redressement judiciaire;2014;3;2014-09-30;53;53;141
Bretagne;Bretagne;Redressement judiciaire;2015;2;2015-06-30;53;53;160
Bretagne;Bretagne;Redressement judiciaire;2015;3;2015-09-30;53;53;150
Bretagne;Bretagne;Redressement judiciaire;2016;2;2016-06-30;53;53;161
Bretagne;Bretagne;Redressement judiciaire;2017;1;2017-03-31;53;53;131
Bretagne;Bretagne;Redressement judiciaire;2018;1;2018-03-31;53;53;148
Bretagne;Bretagne;Redressement judiciaire;2019;3;2019-09-30;53;53;104
Bretagne;Bretagne;Redressement judiciaire;2020;1;2020-03-31;53;53;112
Bretagne;Bretagne;Redressement judiciaire;2020;3;2020-09-30;53;53;44
Bretagne;Bretagne;Redressement judiciaire;2020;4;2020-12-31;53;53;49
Bretagne;Bretagne;Redressement judiciaire;2021;1;2021-03-31;53;53;37
Bretagne;Bretagne;Redressement judiciaire;2021;2;2021-06-30;53;53;26
Bretagne;Bretagne;Redressement judiciaire;2021;4;2021-12-31;53;53;60
Bretagne;Bretagne;Redressement judiciaire;2022;4;2022-12-31;53;53;125
Bretagne;Bretagne;Redressement judiciaire;2023;2;2023-06-30;53;53;133
Bretagne;Bretagne;Redressement judiciaire;2024;1;2024-03-31;53;53;157
Bretagne;Bretagne;Redressement judiciaire;2026;1;2026-03-31;53;53;195
Bretagne;Bretagne;Liquidation judiciaire;2004;4;2004-12-31;53;53;311
Bretagne;Bretagne;Liquidation judiciaire;2006;2;2006-06-30;53;53;286
Bretagne;Bretagne;Liquidation judiciaire;2006;3;2006-09-30;53;53;289
Bretagne;Bretagne;Liquidation judiciaire;2006;4;2006-12-31;53;53;349
Bretagne;Bretagne;Liquidation judiciaire;2008;4;2008-12-31;53;53;493
Bretagne;Bretagne;Liquidation judiciaire;2009;3;2009-09-30;53;53;446
Bretagne;Bretagne;Liquidation judiciaire;2010;4;2010-12-31;53;53;499
Bretagne;Bretagne;Liquidation judiciaire;2011;3;2011-09-30;53;53;404
Bretagne;Bretagne;Liquidation judiciaire;2011;4;2011-12-31;53;53;444
Bretagne;Bretagne;Liquidation judiciaire;2012;2;2012-06-30;53;53;419
Bretagne;Bretagne;Liquidation judiciaire;2012;3;2012-09-30;53;53;341
Bretagne;Bretagne;Liquidation judiciaire;2013;3;2013-09-30;53;53;492
Bretagne;Bretagne;Liquidation judiciaire;2014;1;2014-03-31;53;53;566
Bretagne;Bretagne;Liquidation judiciaire;2014;2;2014-06-30;53;53;501
Bretagne;Bretagne;Liquidation judiciaire;2014;4;2014-12-31;53;53;515
Bretagne;Bretagne;Liquidation judiciaire;2015;1;2015-03-31;53;53;492
Bretagne;Bretagne;Liquidation judiciaire;2016;1;2016-03-31;53;53;397
Bretagne;Bretagne;Liquidation judiciaire;2016;2;2016-06-30;53;53;404
Bretagne;Bretagne;Liquidation judiciaire;2016;4;2016-12-31;53;53;392
Bretagne;Bretagne;Liquidation judiciaire;2017;2;2017-06-30;53;53;348
Bretagne;Bretagne;Liquidation judiciaire;2017;4;2017-12-31;53;53;361
Bretagne;Bretagne;Liquidation judiciaire;2018;1;2018-03-31;53;53;380
Bretagne;Bretagne;Liquidation judiciaire;2018;3;2018-09-30;53;53;333
Bretagne;Bretagne;Liquidation judiciaire;2018;4;2018-12-31;53;53;346
Bretagne;Bretagne;Liquidation judiciaire;2019;3;2019-09-30;53;53;310
Bretagne;Bretagne;Liquidation judiciaire;2019;4;2019-12-31;53;53;356
Bretagne;Bretagne;Liquidation judiciaire;2020;2;2020-06-30;53;53;198
Bretagne;Bretagne;Liquidation judiciaire;2020;4;2020-12-31;53;53;237
Bretagne;Bretagne;Liquidation judiciaire;2021;3;2021-09-30;53;53;121
Bretagne;Bretagne;Liquidation judiciaire;2021;4;2021-12-31;53;53;200
Bretagne;Bretagne;Liquidation judiciaire;2022;1;2022-03-31;53;53;222
Bretagne;Bretagne;Liquidation judiciaire;2023;3;2023-09-30;53;53;320
Bretagne;Bretagne;Liquidation judiciaire;2024;1;2024-03-31;53;53;433
Bretagne;Bretagne;Liquidation judiciaire;2024;2;2024-06-30;53;53;395
Bretagne;Bretagne;Liquidation judiciaire;2024;4;2024-12-31;53;53;445
Bretagne;Bretagne;Liquidation judiciaire;2025;1;2025-03-31;53;53;435
Bretagne;Bretagne;Sauvegarde;2004;3;2004-09-30;53;53;
Bretagne;Bretagne;Sauvegarde;2004;4;2004-12-31;53;53;
Bretagne;Bretagne;Sauvegarde;2005;1;2005-03-31;53;53;
Bretagne;Bretagne;Sauvegarde;2005;4;2005-12-31;53;53;
Bretagne;Bretagne;Sauvegarde;2007;4;2007-12-31;53;53;1
Bretagne;Bretagne;Sauvegarde;2008;3;2008-09-30;53;53;6
Bretagne;Bretagne;Sauvegarde;2009;1;2009-03-31;53;53;8
Bretagne;Bretagne;Sauvegarde;2010;1;2010-03-31;53;53;12
Bretagne;Bretagne;Sauvegarde;2010;3;2010-09-30;53;53;5
Bretagne;Bretagne;Sauvegarde;2010;4;2010-12-31;53;53;9
Bretagne;Bretagne;Sauvegarde;2013;3;2013-09-30;53;53;7
Bretagne;Bretagne;Sauvegarde;2014;3;2014-09-30;53;53;8
Bretagne;Bretagne;Sauvegarde;2016;1;2016-03-31;53;53;9
Bretagne;Bretagne;Sauvegarde;2016;4;2016-12-31;53;53;5
Bretagne;Bretagne;Sauvegarde;2018;3;2018-09-30;53;53;2
Bretagne;Bretagne;Sauvegarde;2019;2;2019-06-30;53;53;10
Bretagne;Bretagne;Sauvegarde;2019;4;2019-12-31;53;53;8
Bretagne;Bretagne;Sauvegarde;2021;2;2021-06-30;53;53;4
Bretagne;Bretagne;Sauvegarde;2021;3;2021-09-30;53;53;6
Bretagne;Bretagne;Sauvegarde;2021;4;2021-12-31;53;53;7
Bretagne;Bretagne;Sauvegarde;2022;4;2022-12-31;53;53;10
Bretagne;Bretagne;Sauvegarde;2023;1;2023-03-31;53;53;5
Bretagne;Bretagne;Sauvegarde;2024;4;2024-12-31;53;53;4
Bretagne;Bretagne;Sauvegarde;2025;1;2025-03-31;53;53;7
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2004;1;2004-03-31;75;54;137
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2005;2;2005-06-30;75;54;127
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2005;4;2005-12-31;75;54;122
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2006;4;2006-12-31;75;54;110
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2007;2;2007-06-30;75;54;102
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2007;3;2007-09-30;75;54;85
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2008;1;2008-03-31;75;54;109
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2008;2;2008-06-30;75;54;118
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2008;4;2008-12-31;75;54;143
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2009;1;2009-03-31;75;54;138
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2010;2;2010-06-30;75;54;110
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2011;1;2011-03-31;75;54;134
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2011;3;2011-09-30;75;54;93
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2011;4;2011-12-31;75;54;162
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2012;3;2012-09-30;75;54;105
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2013;1;2013-03-31;75;54;133
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2014;1;2014-03-31;75;54;162
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2014;2;2014-06-30;75;54;173
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2015;1;2015-03-31;75;54;152
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2015;2;2015-06-30;75;54;129
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2015;3;2015-09-30;75;54;108
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2016;3;2016-09-30;75;54;113
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2018;2;2018-06-30;75;54;89
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2019;2;2019-06-30;75;54;85
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2020;1;2020-03-31;75;54;52
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2020;3;2020-09-30;75;54;27
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2021;3;2021-09-30;75;54;19
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2022;1;2022-03-31;75;54;46
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2022;2;2022-06-30;75;54;42
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2022;3;2022-09-30;75;54;44
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2022;4;2022-12-31;75;54;60
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2023;4;2023-12-31;75;54;108
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2024;2;2024-06-30;75;54;124
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2025;3;2025-09-30;75;54;107
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2004;3;2004-09-30;75;54;116
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2005;1;2005-03-31;75;54;205
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2005;2;2005-06-30;75;54;181
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2006;1;2006-03-31;75;54;127
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2006;4;2006-12-31;75;54;207
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2007;1;2007-03-31;75;54;247
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2007;2;2007-06-30;75;54;202
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2007;3;2007-09-30;75;54;193
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2009;3;2009-09-30;75;54;231
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2010;2;2010-06-30;75;54;247
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2010;3;2010-09-30;75;54;242
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2010;4;2010-12-31;75;54;292
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2011;3;2011-09-30;75;54;215
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2011;4;2011-12-31;75;54;306
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2012;2;2012-06-30;75;54;252
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2012;4;2012-12-31;75;54;238
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2013;1;2013-03-31;75;54;336
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2013;3;2013-09-30;75;54;214
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2013;4;2013-12-31;75;54;284
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2015;4;2015-12-31;75;54;294
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2016;2;2016-06-30;75;54;224
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2018;2;2018-06-30;75;54;171
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2018;4;2018-12-31;75;54;207
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2019;1;2019-03-31;75;54;225
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2021;3;2021-09-30;75;54;79
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2021;4;2021-12-31;75;54;108
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2022;1;2022-03-31;75;54;161
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2022;3;2022-09-30;75;54;134
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2022;4;2022-12-31;75;54;177
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2024;1;2024-03-31;75;54;228
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2025;1;2025-03-31;75;54;282
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2026;1;2026-03-31;75;54;301
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2004;4;2004-12-31;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2005;1;2005-03-31;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2005;3;2005-09-30;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2006;1;2006-03-31;75;54;5
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2007;1;2007-03-31;75;54;7
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2007;2;2007-06-30;75;54;3
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2008;4;2008-12-31;75;54;8
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2009;3;2009-09-30;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2010;1;2010-03-31;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2010;3;2010-09-30;75;54;17
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2010;4;2010-12-31;75;54;23
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2012;4;2012-12-31;75;54;16
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2013;1;2013-03-31;75;54;20
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2013;2;2013-06-30;75;54;16
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2014;1;2014-03-31;75;54;21
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2014;2;2014-06-30;75;54;20
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2015;2;2015-06-30;75;54;20
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2016;1;2016-03-31;75;54;16
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2016;4;2016-12-31;75;54;15
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2018;1;2018-03-31;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2018;2;2018-06-30;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2019;1;2019-03-31;75;54;5
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2023;4;2023-12-31;75;54;15
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2025;3;2025-09-30;75;54;19
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2026;1;2026-03-31;75;54;12
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2005;3;2005-09-30;75;72;184
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2006;2;2006-06-30;75;72;192
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2007;1;2007-03-31;75;72;275
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2007;3;2007-09-30;75;72;226
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2009;2;2009-06-30;75;72;263
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2010;1;2010-03-31;75;72;276
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2010;4;2010-12-31;75;72;285
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2011;1;2011-03-31;75;72;270
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2011;2;2011-06-30;75;72;232
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2011;4;2011-12-31;75;72;248
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2012;4;2012-12-31;75;72;245
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2013;3;2013-09-30;75;72;201
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2013;4;2013-12-31;75;72;282
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2014;4;2014-12-31;75;72;254
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2015;2;2015-06-30;75;72;255
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2016;4;2016-12-31;75;72;222
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2017;3;2017-09-30;75;72;161
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2018;2;2018-06-30;75;72;189
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2018;4;2018-12-31;75;72;214
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2021;4;2021-12-31;75;72;76
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2023;1;2023-03-31;75;72;155
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2023;3;2023-09-30;75;72;156
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2024;3;2024-09-30;75;72;227
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2024;4;2024-12-31;75;72;265
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2004;1;2004-03-31;75;72;423
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2005;1;2005-03-31;75;72;494
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2005;2;2005-06-30;75;72;463
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2005;4;2005-12-31;75;72;377
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2006;3;2006-09-30;75;72;419
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2007;1;2007-03-31;75;72;546
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2007;3;2007-09-30;75;72;531
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2007;4;2007-12-31;75;72;492
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2008;1;2008-03-31;75;72;593
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2008;2;2008-06-30;75;72;454
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2008;3;2008-09-30;75;72;536
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2008;4;2008-12-31;75;72;726
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2009;4;2009-12-31;75;72;557
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2011;1;2011-03-31;75;72;644
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2011;3;2011-09-30;75;72;468
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2011;4;2011-12-31;75;72;538
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2012;3;2012-09-30;75;72;497
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2013;2;2013-06-30;75;72;616
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2014;1;2014-03-31;75;72;622
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2014;2;2014-06-30;75;72;545
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2014;3;2014-09-30;75;72;533
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2015;3;2015-09-30;75;72;463
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2015;4;2015-12-31;75;72;607
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2016;1;2016-03-31;75;72;518
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2017;1;2017-03-31;75;72;525
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2017;3;2017-09-30;75;72;399
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2018;1;2018-03-31;75;72;565
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2018;2;2018-06-30;75;72;462
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2019;4;2019-12-31;75;72;446
